Gene_ID	Gene_Name	TSS_ID	TSS_Locus	Strand	Max_Expr	RE_Locus	Max_Hist	Distance	Closest_Locus	Closest_TSS	Histone	Correlation	Correlation_P_Value	Distance_P_Value	CnD_P_Value	Q_Value
ENSG00000157551.11	KCNJ15	ENST00000398927.1	chr21:39668479-39668479	+	0.18	chr21:39664274-39664813	1.37	3666	T	T	H3k4me3	-0.00843	4.408e-01	1.000e+00	8.019e-01	9.937e-01
ENSG00000225330.1	AF064860.5	ENST00000416555.1	chr21:41002198-41002198	+	0.41	chr21:41005534-41006073	1.95	3336	T	T	H3k27ac	0.01529	4.452e-01	7.207e-03	2.163e-02	7.062e-01
ENSG00000256423.1	AP001046.1	ENST00000542551.1	chr21:44751879-44751879	-	0.14	chr21:44752165-44752704	18.69	-286	F	F	H3k27ac	0.01517	4.457e-01	1.110e-03	4.261e-03	4.729e-01
ENSG00000157551.11	KCNJ15	ENST00000443341.1	chr21:39628664-39628664	+	0.25	chr21:39633687-39634226	2.11	5023	F	F	H3k27ac	0.01489	4.469e-01	1.058e-02	3.004e-02	7.646e-01
ENSG00000157551.11	KCNJ15	ENST00000398928.1	chr21:39628663-39628663	+	0.25	chr21:39633687-39634226	2.11	5024	F	F	H3k27ac	0.01464	4.499e-01	1.058e-02	3.022e-02	7.646e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45059582-45060121	4.18	-17904	F	T	H3k4me3	-0.00726	4.506e-01	1.000e+00	8.098e-01	9.937e-01
ENSG00000256423.1	AP001046.1	ENST00000542551.1	chr21:44751879-44751879	-	0.14	chr21:44753165-44753648	18.69	-1286	F	F	H3k27ac	0.01428	4.520e-01	3.054e-03	1.047e-02	6.089e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40159471-40159766	31.52	-17465	F	T	H3k27ac	0.01412	4.526e-01	3.521e-02	8.191e-02	9.937e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40159570-40160109	31.52	-17122	F	T	H3k27ac	0.01398	4.533e-01	3.476e-02	8.117e-02	9.937e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45010043-45010582	2.39	-67443	F	T	H3k4me3	-0.00709	4.537e-01	1.000e+00	8.123e-01	9.937e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40170379-40170918	14.47	-6313	F	T	H3k27ac	0.01306	4.582e-01	1.316e-02	3.685e-02	8.026e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45059582-45060121	4.18	17904	F	T	H3k27ac	-0.01234	4.621e-01	3.633e-02	8.540e-02	9.937e-01
ENSG00000214955.4	AP000318.2	ENST00000427022.1	chr21:35577356-35577356	+	0.05	chr21:35574170-35574709	30.23	2647	T	T	H3k4me3	0.00660	4.629e-01	1.000e+00	8.195e-01	9.937e-01
ENSG00000215386.5	C21orf34	ENST00000456342.1	chr21:17443553-17443553	+	0.14	chr21:17496647-17497186	19.49	53094	F	T	H3k27ac	-0.01162	4.683e-01	1.067e-01	1.996e-01	9.937e-01
ENSG00000159216.12	RUNX1	ENST00000479325.1	chr21:36202267-36202267	-	0.04	chr21:36184660-36185199	3.16	-17068	F	T	H3k4me3	0.00598	4.684e-01	1.000e+00	8.237e-01	9.937e-01
ENSG00000205930.4	C21orf49	ENST00000382375.4	chr21:34144411-34144411	+	1.20	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	0.00565	4.709e-01	2.123e-01	3.302e-01	9.937e-01
ENSG00000157551.11	KCNJ15	ENST00000398927.1	chr21:39668479-39668479	+	0.18	chr21:39664274-39664813	1.37	-3666	T	T	H3k27ac	-0.01098	4.725e-01	7.867e-03	2.452e-02	7.417e-01
ENSG00000235609.1	AF127936.7	ENST00000418954.1	chr21:16254296-16254296	-	0.29	chr21:16251253-16251792	13.66	2504	T	F	H3k27ac	0.01098	4.725e-01	5.544e-03	1.819e-02	6.803e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40174623-40175024	22.91	-2207	T	T	H3k27ac	-0.01074	4.738e-01	4.813e-03	1.615e-02	6.427e-01
ENSG00000159267.9	HLCS	ENST00000482273.1	chr21:38302717-38302717	-	0.06	chr21:38299551-38300090	0.00	-2627	T	T	H3k4me3	0.00536	4.752e-01	1.000e+00	8.287e-01	9.937e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45020575-45020861	28.70	57164	F	T	H3k27ac	-0.01051	4.756e-01	1.146e-01	2.131e-01	9.937e-01
ENSG00000256423.1	AP001046.1	ENST00000542551.1	chr21:44751879-44751879	-	0.14	chr21:44760573-44761004	7.42	-8694	F	F	H3k27ac	0.01002	4.790e-01	1.781e-02	4.917e-02	8.645e-01
ENSG00000154639.14	CXADR	ENST00000306618.10	chr21:18885448-18885448	+	0.08	chr21:18899437-18899976	31.42	13989	T	T	H3k27ac	0.00893	4.868e-01	2.850e-02	7.322e-02	9.937e-01
ENSG00000157551.11	KCNJ15	ENST00000417042.1	chr21:39628797-39628797	+	0.05	chr21:39631260-39631799	22.78	2463	F	F	H3k27ac	0.00855	4.904e-01	5.462e-03	1.854e-02	6.831e-01
ENSG00000157551.11	KCNJ15	ENST00000417042.1	chr21:39628797-39628797	+	0.05	chr21:39630999-39631538	22.78	2202	T	F	H3k27ac	0.00852	4.906e-01	4.940e-03	1.702e-02	6.514e-01
ENSG00000157551.11	KCNJ15	ENST00000398927.1	chr21:39668479-39668479	+	0.18	chr21:39675109-39675648	1.37	6630	F	F	H3k27ac	0.00811	4.939e-01	1.379e-02	4.079e-02	8.315e-01
ENSG00000236384.2	C21orf129	ENST00000457881.1	chr21:43134215-43134215	-	0.07	chr21:43135735-43136274	27.31	-1520	T	F	H3k27ac	0.00797	4.951e-01	3.577e-03	1.299e-02	6.215e-01
ENSG00000205726.8	ITSN1	ENST00000381283.3	chr21:35091102-35091102	+	0.26	chr21:35055563-35056102	18.57	-35000	T	T	H3k27ac	0.00756	4.988e-01	7.050e-02	1.529e-01	9.937e-01
ENSG00000231231.1	AP001422.3	ENST00000436845.1	chr21:39705343-39705343	-	0.03	chr21:39715695-39715953	23.47	10352	T	T	H3k4me3	0.00395	5.126e-01	1.000e+00	8.551e-01	9.937e-01
ENSG00000159216.12	RUNX1	ENST00000479325.1	chr21:36202267-36202267	-	0.04	chr21:36179700-36180239	44.10	-22028	F	T	H3k4me3	0.00395	5.126e-01	1.000e+00	8.551e-01	9.937e-01
ENSG00000233818.1	AP000695.4	ENST00000428667.1	chr21:37818029-37818029	+	0.05	chr21:37810040-37810579	15.64	-7450	T	F	H3k27ac	0.00613	5.146e-01	1.543e-02	4.634e-02	8.362e-01
ENSG00000214955.4	AP000318.2	ENST00000427022.1	chr21:35577356-35577356	+	0.05	chr21:35574170-35574709	30.23	-2647	T	T	H3k27ac	0.00569	5.191e-01	5.830e-03	2.058e-02	7.003e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45005897-45006413	23.97	71612	F	T	H3k27ac	0.00541	5.228e-01	1.437e-01	2.696e-01	9.937e-01
ENSG00000159200.12	RCAN1	ENST00000482533.1	chr21:35896587-35896587	-	0.08	chr21:35898945-35899484	35.12	-2358	T	F	H3k27ac	0.00519	5.260e-01	5.252e-03	1.904e-02	6.900e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40173378-40173917	12.14	-3314	F	T	H3k27ac	-0.00516	5.264e-01	7.163e-03	2.481e-02	7.417e-01
ENSG00000255568.1	NCRNA00257	ENST00000539811.1	chr21:40686369-40686369	-	0.07	chr21:40685346-40685885	38.40	484	T	F	H3k27ac	-0.00495	5.301e-01	1.506e-03	6.494e-03	5.303e-01
ENSG00000159267.9	HLCS	ENST00000482273.1	chr21:38302717-38302717	-	0.06	chr21:38299551-38300090	0.00	2627	T	T	H3k27ac	0.00464	5.346e-01	5.790e-03	2.098e-02	7.003e-01
ENSG00000142192.13	APP	ENST00000466453.1	chr21:27541747-27541747	-	0.05	chr21:27539128-27539667	52.78	-2080	T	T	H3k4me3	0.00336	5.353e-01	1.000e+00	8.698e-01	9.937e-01
ENSG00000241238.1	AP001052.9	ENST00000438837.1	chr21:45141573-45141573	+	0.04	chr21:45148313-45148500	28.68	6740	T	F	H3k27ac	0.00451	5.362e-01	1.366e-02	4.335e-02	8.315e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40173344-40173560	12.14	-3671	F	T	H3k27ac	-0.00410	5.439e-01	7.556e-03	2.669e-02	7.506e-01
ENSG00000154639.14	CXADR	ENST00000306618.10	chr21:18885448-18885448	+	0.08	chr21:18899437-18899976	31.42	-13989	T	T	H3k4me3	-0.00296	5.481e-01	1.000e+00	8.777e-01	9.937e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45029623-45029781	17.91	48244	F	T	H3k27ac	0.00372	5.518e-01	9.663e-02	2.096e-01	9.937e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39633687-39634226	2.11	4817	F	T	H3k27ac	-0.00365	5.539e-01	1.017e-02	3.480e-02	7.896e-01
ENSG00000142192.13	APP	ENST00000466453.1	chr21:27541747-27541747	-	0.05	chr21:27539128-27539667	52.78	2080	T	T	H3k27ac	0.00316	5.672e-01	4.696e-03	1.845e-02	6.827e-01
ENSG00000159216.12	RUNX1	ENST00000479325.1	chr21:36202267-36202267	-	0.04	chr21:36208425-36208675	15.42	-6158	T	T	H3k27ac	-0.00308	5.700e-01	1.256e-02	4.253e-02	8.315e-01
ENSG00000157551.11	KCNJ15	ENST00000438657.1	chr21:39644217-39644217	+	0.09	chr21:39649445-39650105	19.22	5228	T	F	H3k27ac	-0.00302	5.722e-01	1.111e-02	3.851e-02	8.121e-01
ENSG00000166979.8	C21orf63	ENST00000412833.1	chr21:33800642-33800642	+	0.02	chr21:33814787-33815326	6.75	-14145	F	T	H3k4me3	0.00235	5.751e-01	1.000e+00	8.933e-01	9.937e-01
ENSG00000159200.12	RCAN1	ENST00000381135.3	chr21:35897686-35897686	-	0.05	chr21:35898945-35899484	35.12	-1259	T	F	H3k27ac	0.00288	5.768e-01	3.055e-03	1.294e-02	6.215e-01
ENSG00000155313.10	USP25	ENST00000400183.2	chr21:17102496-17102496	+	0.03	chr21:17126872-17127411	6.50	-24376	T	T	H3k4me3	-0.00229	5.812e-01	1.000e+00	8.966e-01	9.937e-01
ENSG00000231231.1	AP001422.3	ENST00000436845.1	chr21:39705343-39705343	-	0.03	chr21:39715695-39715953	23.47	-10352	T	T	H3k27ac	0.00270	5.825e-01	2.096e-02	6.599e-02	9.911e-01
ENSG00000159216.12	RUNX1	ENST00000479325.1	chr21:36202267-36202267	-	0.04	chr21:36179700-36180239	44.10	22028	F	T	H3k27ac	0.00269	5.826e-01	4.457e-02	1.208e-01	9.937e-01
ENSG00000188660.3	C21orf125	ENST00000342757.2	chr21:44869904-44869904	+	0.03	chr21:44866102-44866545	31.28	-3359	T	F	H3k27ac	-0.00264	5.839e-01	7.158e-03	2.707e-02	7.506e-01
ENSG00000188660.3	C21orf125	ENST00000342757.2	chr21:44869904-44869904	+	0.03	chr21:44866102-44866528	31.28	-3376	F	F	H3k27ac	-0.00263	5.844e-01	7.175e-03	2.715e-02	7.506e-01
ENSG00000183421.6	RIPK4	ENST00000542057.1	chr21:43186118-43186118	-	0.04	chr21:43178565-43179104	0.00	7014	F	T	H3k27ac	0.00262	5.846e-01	1.456e-02	4.908e-02	8.645e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45011428-45011967	4.34	-66058	F	T	H3k4me3	-0.00220	5.868e-01	1.000e+00	8.996e-01	9.937e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45066431-45066634	21.17	11391	T	T	H3k27ac	-0.00253	5.868e-01	2.298e-02	7.155e-02	9.937e-01
ENSG00000157551.11	KCNJ15	ENST00000398930.1	chr21:39644345-39644345	+	0.72	chr21:39649445-39650105	19.22	5100	T	F	H3k27ac	-0.00251	5.875e-01	1.085e-02	3.861e-02	8.121e-01
ENSG00000223608.1	AP001415.1	ENST00000417138.1	chr21:39382920-39382920	-	0.03	chr21:39414514-39415053	1.37	-31594	F	T	H3k27ac	0.00250	5.876e-01	6.369e-02	1.604e-01	9.937e-01
ENSG00000157551.11	KCNJ15	ENST00000417042.1	chr21:39628797-39628797	+	0.05	chr21:39633687-39634226	2.11	4890	F	F	H3k27ac	0.00247	5.887e-01	1.031e-02	3.706e-02	8.026e-01
ENSG00000228355.1	BX322559.3	ENST00000456613.1	chr21:46799539-46799539	-	0.02	chr21:46785643-46786182	37.12	13357	F	T	H3k27ac	0.00243	5.901e-01	2.724e-02	8.247e-02	9.937e-01
ENSG00000223608.1	AP001415.1	ENST00000417138.1	chr21:39382920-39382920	-	0.03	chr21:39355951-39356490	0.00	-26430	T	T	H3k4me3	-0.00208	5.935e-01	1.000e+00	9.031e-01	9.937e-01
ENSG00000228355.1	BX322559.3	ENST00000456613.1	chr21:46799539-46799539	-	0.02	chr21:46783931-46784285	16.11	15254	F	T	H3k27ac	0.00231	5.942e-01	3.085e-02	9.165e-02	9.937e-01
ENSG00000157557.7	ETS2	ENST00000456966.1	chr21:40181560-40181560	+	0.03	chr21:40174623-40175024	22.91	-6536	T	F	H3k27ac	0.00226	5.962e-01	1.347e-02	4.677e-02	8.362e-01
ENSG00000159267.9	HLCS	ENST00000482273.1	chr21:38302717-38302717	-	0.06	chr21:38282034-38282644	5.13	-20073	F	T	H3k4me3	-0.00189	5.990e-01	1.000e+00	9.060e-01	9.937e-01
ENSG00000205726.8	ITSN1	ENST00000488166.1	chr21:35126488-35126488	+	0.03	chr21:35133809-35134348	19.74	-7321	T	T	H3k4me3	0.00182	6.015e-01	1.000e+00	9.072e-01	9.937e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45005897-45006413	23.97	-71612	F	T	H3k4me3	0.00179	6.058e-01	1.000e+00	9.094e-01	9.937e-01
ENSG00000166979.8	C21orf63	ENST00000412833.1	chr21:33800642-33800642	+	0.02	chr21:33829738-33830277	16.14	29096	F	T	H3k27ac	0.00188	6.120e-01	5.870e-02	1.554e-01	9.937e-01
ENSG00000159216.12	RUNX1	ENST00000479325.1	chr21:36202267-36202267	-	0.04	chr21:36208425-36208675	15.42	6158	T	T	H3k4me3	-0.00165	6.137e-01	1.000e+00	9.134e-01	9.937e-01
ENSG00000159267.9	HLCS	ENST00000482273.1	chr21:38302717-38302717	-	0.06	chr21:38255995-38256567	4.86	46150	F	T	H3k27ac	-0.00177	6.166e-01	9.282e-02	2.210e-01	9.937e-01
ENSG00000231231.1	AP001422.3	ENST00000436845.1	chr21:39705343-39705343	-	0.03	chr21:39723749-39724288	16.47	18406	F	T	H3k4me3	0.00154	6.168e-01	1.000e+00	9.148e-01	9.937e-01
ENSG00000183421.6	RIPK4	ENST00000542057.1	chr21:43186118-43186118	-	0.04	chr21:43178565-43179104	0.00	-7014	F	T	H3k4me3	-0.00152	6.174e-01	1.000e+00	9.151e-01	9.937e-01
ENSG00000228355.1	BX322559.3	ENST00000456613.1	chr21:46799539-46799539	-	0.02	chr21:46785643-46786182	37.12	-13357	F	T	H3k4me3	-0.00143	6.193e-01	1.000e+00	9.160e-01	9.937e-01
ENSG00000228355.1	BX322559.3	ENST00000456613.1	chr21:46799539-46799539	-	0.02	chr21:46797948-46798487	14.48	-1052	T	T	H3k4me3	-0.00135	6.248e-01	1.000e+00	9.186e-01	9.937e-01
ENSG00000159267.9	HLCS	ENST00000482273.1	chr21:38302717-38302717	-	0.06	chr21:38282896-38283232	5.13	-19485	F	T	H3k4me3	-0.00137	6.248e-01	1.000e+00	9.186e-01	9.937e-01
ENSG00000166979.8	C21orf63	ENST00000412833.1	chr21:33800642-33800642	+	0.02	chr21:33814787-33815326	6.75	14145	F	T	H3k27ac	0.00155	6.255e-01	2.881e-02	9.041e-02	9.937e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45011428-45011967	4.34	66058	F	T	H3k27ac	0.00155	6.256e-01	1.326e-01	2.894e-01	9.937e-01
ENSG00000231231.1	AP001422.3	ENST00000436845.1	chr21:39705343-39705343	-	0.03	chr21:39723749-39724288	16.47	-18406	F	T	H3k27ac	0.00154	6.261e-01	3.733e-02	1.112e-01	9.937e-01
ENSG00000223608.1	AP001415.1	ENST00000417138.1	chr21:39382920-39382920	-	0.03	chr21:39414514-39415053	1.37	31594	F	T	H3k4me3	-0.00134	6.272e-01	1.000e+00	9.198e-01	9.937e-01
ENSG00000205726.8	ITSN1	ENST00000488166.1	chr21:35126488-35126488	+	0.03	chr21:35133809-35134348	19.74	7321	T	T	H3k27ac	0.00147	6.292e-01	1.517e-02	5.396e-02	9.022e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45010043-45010582	2.39	67443	F	T	H3k27ac	0.00139	6.329e-01	1.354e-01	2.962e-01	9.937e-01
ENSG00000155313.10	USP25	ENST00000400183.2	chr21:17102496-17102496	+	0.03	chr21:17126872-17127411	6.50	24376	T	T	H3k27ac	-0.00133	6.363e-01	4.926e-02	1.399e-01	9.937e-01
ENSG00000223608.1	AP001415.1	ENST00000417138.1	chr21:39382920-39382920	-	0.03	chr21:39355951-39356490	0.00	26430	T	T	H3k27ac	0.00126	6.387e-01	5.337e-02	1.493e-01	9.937e-01
ENSG00000166979.8	C21orf63	ENST00000412833.1	chr21:33800642-33800642	+	0.02	chr21:33805255-33805794	7.25	4613	T	T	H3k27ac	-0.00122	6.400e-01	9.760e-03	3.795e-02	8.112e-01
ENSG00000159216.12	RUNX1	ENST00000479325.1	chr21:36202267-36202267	-	0.04	chr21:36167773-36168312	13.09	33955	F	T	H3k27ac	0.00118	6.416e-01	6.841e-02	1.811e-01	9.937e-01
ENSG00000157540.14	DYRK1A	ENST00000455387.2	chr21:38861087-38861087	+	0.02	chr21:38936549-38937088	25.64	75462	T	T	H3k27ac	-0.00114	6.434e-01	1.514e-01	3.242e-01	9.937e-01
ENSG00000235609.1	AF127936.7	ENST00000418954.1	chr21:16254296-16254296	-	0.29	chr21:16250023-16250401	14.29	3895	F	F	H3k27ac	-0.00101	6.497e-01	8.165e-03	3.310e-02	7.850e-01
ENSG00000159267.9	HLCS	ENST00000482273.1	chr21:38302717-38302717	-	0.06	chr21:38255995-38256567	4.86	-46150	F	T	H3k4me3	-0.00094	6.542e-01	1.000e+00	9.318e-01	9.937e-01
ENSG00000215386.5	C21orf34	ENST00000456342.1	chr21:17443553-17443553	+	0.14	chr21:17452070-17452609	11.88	8517	T	T	H3k27ac	0.00079	6.574e-01	1.756e-02	6.306e-02	9.654e-01
ENSG00000228355.1	BX322559.3	ENST00000456613.1	chr21:46799539-46799539	-	0.02	chr21:46797948-46798487	14.48	1052	T	T	H3k27ac	-0.00070	6.613e-01	2.642e-03	1.284e-02	6.215e-01
ENSG00000159216.12	RUNX1	ENST00000479325.1	chr21:36202267-36202267	-	0.04	chr21:36167773-36168312	13.09	-33955	F	T	H3k4me3	-0.00082	6.616e-01	1.000e+00	9.349e-01	9.937e-01
ENSG00000166979.8	C21orf63	ENST00000412833.1	chr21:33800642-33800642	+	0.02	chr21:33805255-33805794	7.25	-4613	T	T	H3k4me3	-0.00081	6.622e-01	1.000e+00	9.351e-01	9.937e-01
ENSG00000183421.6	RIPK4	ENST00000542057.1	chr21:43186118-43186118	-	0.04	chr21:43188588-43189127	33.70	-2470	T	F	H3k27ac	-0.00067	6.625e-01	5.476e-03	2.401e-02	7.396e-01
ENSG00000225330.1	AF064860.5	ENST00000416555.1	chr21:41002198-41002198	+	0.41	chr21:41005534-41006073	1.95	-3336	T	T	H3k4me3	0.00073	6.628e-01	1.000e+00	9.354e-01	9.937e-01
ENSG00000166979.8	C21orf63	ENST00000412833.1	chr21:33800642-33800642	+	0.02	chr21:33829738-33830277	16.14	-29096	F	T	H3k4me3	0.00065	6.658e-01	1.000e+00	9.366e-01	9.937e-01
ENSG00000159267.9	HLCS	ENST00000482273.1	chr21:38302717-38302717	-	0.06	chr21:38282034-38282644	5.13	20073	F	T	H3k27ac	0.00057	6.676e-01	4.073e-02	1.252e-01	9.937e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45029623-45029781	17.91	-48244	F	T	H3k4me3	-0.00063	6.689e-01	1.000e+00	9.379e-01	9.937e-01
ENSG00000159267.9	HLCS	ENST00000482273.1	chr21:38302717-38302717	-	0.06	chr21:38282896-38283232	5.13	19485	F	T	H3k27ac	-0.00024	6.802e-01	3.929e-02	1.235e-01	9.937e-01
ENSG00000235609.1	AF127936.7	ENST00000418954.1	chr21:16254296-16254296	-	0.29	chr21:16250310-16250480	6.29	3816	F	F	H3k27ac	-0.00020	6.815e-01	7.801e-03	3.316e-02	7.850e-01
ENSG00000159216.12	RUNX1	ENST00000479325.1	chr21:36202267-36202267	-	0.04	chr21:36184660-36185199	3.16	17068	F	T	H3k27ac	0.00019	6.822e-01	3.466e-02	1.122e-01	9.937e-01
ENSG00000228355.1	BX322559.3	ENST00000416468.1	chr21:46799550-46799550	-	0.03	chr21:46797948-46798487	14.48	1063	T	F	H3k27ac	0.00008	6.855e-01	2.664e-03	1.334e-02	6.215e-01
ENSG00000157540.14	DYRK1A	ENST00000455387.2	chr21:38861087-38861087	+	0.02	chr21:38936549-38937088	25.64	-75462	T	T	H3k4me3	-0.00012	6.879e-01	1.000e+00	9.453e-01	9.937e-01
ENSG00000228355.1	BX322559.3	ENST00000456613.1	chr21:46799539-46799539	-	0.02	chr21:46783931-46784285	16.11	-15254	F	T	H3k4me3	-0.00006	6.898e-01	1.000e+00	9.459e-01	9.937e-01
ENSG00000155313.10	USP25	ENST00000285681.2	chr21:17102344-17102344	+	0.00	chr21:17031987-17032526	12.97	-69818	F	T	H3k27ac	0.00000	1.000e+00	1.401e-01	4.155e-01	9.937e-01
ENSG00000155313.10	USP25	ENST00000285681.2	chr21:17102344-17102344	+	0.00	chr21:17031987-17032526	12.97	69818	F	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
ENSG00000157551.11	KCNJ15	ENST00000328656.3	chr21:39628663-39628663	+	0.00	chr21:39630999-39631538	22.78	2336	T	F	H3k27ac	0.00000	1.000e+00	5.208e-03	3.259e-02	7.850e-01
ENSG00000157551.11	KCNJ15	ENST00000328656.3	chr21:39628663-39628663	+	0.00	chr21:39631260-39631799	22.78	2597	F	F	H3k27ac	0.00000	1.000e+00	5.730e-03	3.531e-02	7.896e-01
ENSG00000183421.6	RIPK4	ENST00000330470.3	chr21:43187266-43187266	-	0.00	chr21:43188588-43189127	33.70	-1322	T	T	H3k27ac	0.00000	1.000e+00	3.181e-03	2.148e-02	7.036e-01
ENSG00000183421.6	RIPK4	ENST00000330470.3	chr21:43187266-43187266	-	0.00	chr21:43188588-43189127	33.70	1322	T	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
ENSG00000183421.6	RIPK4	ENST00000332512.3	chr21:43187266-43187266	-	0.00	chr21:43188588-43189127	33.70	-1322	T	T	H3k27ac	0.00000	1.000e+00	3.181e-03	2.148e-02	7.036e-01
ENSG00000183421.6	RIPK4	ENST00000332512.3	chr21:43187266-43187266	-	0.00	chr21:43188588-43189127	33.70	1322	T	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
ENSG00000142192.13	APP	ENST00000348990.5	chr21:27543085-27543085	-	0.00	chr21:27539128-27539667	52.78	3418	T	F	H3k27ac	0.00000	1.000e+00	7.371e-03	4.356e-02	8.315e-01
ENSG00000155313.10	USP25	ENST00000351097.5	chr21:17102344-17102344	+	0.00	chr21:17031987-17032526	12.97	-69818	F	T	H3k27ac	0.00000	1.000e+00	1.401e-01	4.155e-01	9.937e-01
ENSG00000155313.10	USP25	ENST00000351097.5	chr21:17102344-17102344	+	0.00	chr21:17031987-17032526	12.97	69818	F	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
ENSG00000154639.14	CXADR	ENST00000356275.6	chr21:18885448-18885448	+	0.00	chr21:18899437-18899976	31.42	13989	T	T	H3k27ac	0.00000	1.000e+00	2.850e-02	1.299e-01	9.937e-01
ENSG00000154639.14	CXADR	ENST00000356275.6	chr21:18885448-18885448	+	0.00	chr21:18899437-18899976	31.42	-13989	T	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
ENSG00000142192.13	APP	ENST00000358918.3	chr21:27543138-27543138	-	0.00	chr21:27539128-27539667	52.78	3471	T	F	H3k27ac	0.00000	1.000e+00	7.477e-03	4.408e-02	8.315e-01
ENSG00000183535.5	NCRNA00175	ENST00000397787.1	chr21:46844955-46844955	-	0.00	chr21:46847511-46848050	28.68	-2556	T	F	H3k27ac	0.00000	1.000e+00	5.648e-03	3.488e-02	7.896e-01
ENSG00000157551.11	KCNJ15	ENST00000398925.1	chr21:39628663-39628663	+	0.00	chr21:39630999-39631538	22.78	2336	T	F	H3k27ac	0.00000	1.000e+00	5.208e-03	3.259e-02	7.850e-01
ENSG00000157551.11	KCNJ15	ENST00000398925.1	chr21:39628663-39628663	+	0.00	chr21:39631260-39631799	22.78	2597	F	F	H3k27ac	0.00000	1.000e+00	5.730e-03	3.531e-02	7.896e-01
ENSG00000159261.6	CLDN14	ENST00000399137.1	chr21:37852388-37852388	-	0.00	chr21:37850516-37850820	60.77	1568	T	T	H3k27ac	0.00000	1.000e+00	3.439e-03	2.295e-02	7.212e-01
ENSG00000159261.6	CLDN14	ENST00000399137.1	chr21:37852388-37852388	-	0.00	chr21:37850516-37850820	60.77	-1568	T	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
ENSG00000159261.6	CLDN14	ENST00000399139.1	chr21:37838739-37838739	-	0.00	chr21:37843648-37843921	4.79	-4909	T	T	H3k27ac	0.00000	1.000e+00	1.009e-02	5.646e-02	9.232e-01
ENSG00000159261.6	CLDN14	ENST00000399139.1	chr21:37838739-37838739	-	0.00	chr21:37843648-37843921	4.79	4909	T	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
ENSG00000154639.14	CXADR	ENST00000400165.1	chr21:18885448-18885448	+	0.00	chr21:18899437-18899976	31.42	13989	T	T	H3k27ac	0.00000	1.000e+00	2.850e-02	1.299e-01	9.937e-01
ENSG00000154639.14	CXADR	ENST00000400165.1	chr21:18885448-18885448	+	0.00	chr21:18899437-18899976	31.42	-13989	T	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
ENSG00000154639.14	CXADR	ENST00000400169.1	chr21:18885448-18885448	+	0.00	chr21:18899437-18899976	31.42	13989	T	T	H3k27ac	0.00000	1.000e+00	2.850e-02	1.299e-01	9.937e-01
ENSG00000154639.14	CXADR	ENST00000400169.1	chr21:18885448-18885448	+	0.00	chr21:18899437-18899976	31.42	-13989	T	T	H3k4me3	0.00000	1.000e+00	1.000e+00	1.000e+00	9.937e-01
